listing_id,listed_on,zip,bedrooms,sqft,rent,distance_to_campus_m,days_on_market,description,pet_deposit,rating,price_change
L100150,2026-02-13 18:00,15215,2.0,577.0,"$1,082",2455.0,11,"Bright 2-bedroom apartment on Liberty Ave, unit 140, close to buses, laundry in building, cats only.",,4.1,19.0
L100151,2026-02-14 01:00,15203,1.0,1123.0,"$2,085",2807.0,9,"Bright 1-bedroom apartment on Forbes Ave, unit 105, close to buses, laundry in building, pets ok.",300.0,4.1,19.0
L100152,2026-02-14 08:00,15217,1.0,793.0,$774,2131.0,10,"Bright 2-bedroom apartment on Craig St, unit 298, close to buses, laundry in building, pets ok.",,4.6,16.0
L100153,2026-02-14 15:00,15217,4.0,1042.0,"$1,160",3099.0,11,"Bright 1-bedroom apartment on Murray Ave, unit 334, close to buses, laundry in building, no pets.",,4.1,21.0
L100154,2026-02-14 22:00,15201,0.0,1027.0,"$1,755",1926.0,11,"Bright 1-bedroom apartment on Liberty Ave, unit 167, close to buses, laundry in building, pets ok.",,3.7,16.0
L100155,2026-02-15 05:00,15222,2.0,1044.0,"$1,971",4396.0,16,"Bright 2-bedroom apartment on Murray Ave, unit 254, close to buses, laundry in building, cats only.",,4.5,17.0
L100156,2026-02-15 12:00,15220,3.0,1055.0,"$1,441",2988.0,12,"Bright 3-bedroom apartment on Murray Ave, unit 369, close to buses, laundry in building, no pets.",200.0,4.2,15.0
L100157,2026-02-15 19:00,15222,1.0,603.0,"$1,814",2331.0,21,"Bright 2-bedroom apartment on Liberty Ave, unit 120, close to buses, laundry in building, cats only.",200.0,4.0,12.0
L100158,2026-02-16 02:00,15218,0.0,924.0,"$1,804",4900.0,18,"Bright 2-bedroom apartment on Penn Ave, unit 161, close to buses, laundry in building, pets ok.",,3.9,32.0
L100159,2026-02-16 09:00,15226,1.0,853.0,"$1,894",4484.0,12,"Bright 2-bedroom apartment on Craig St, unit 30, close to buses, laundry in building, cats only.",200.0,4.4,24.0
L100160,2026-02-16 16:00,15212,1.0,927.0,"$1,519",1264.0,10,"Bright 4-bedroom apartment on Murray Ave, unit 239, close to buses, laundry in building, cats only.",,3.9,10.0
L100161,2026-02-16 23:00,15232,2.0,1158.0,"$2,162",1949.0,13,"Bright 1-bedroom apartment on Liberty Ave, unit 336, close to buses, laundry in building, pets ok.",,4.2,22.0
L100162,2026-02-17 06:00,15217,1.0,782.0,"$1,586",1350.0,9,"Bright 4-bedroom apartment on Liberty Ave, unit 25, close to buses, laundry in building, cats only.",,4.6,17.0
L100163,2026-02-17 13:00,15224,3.0,672.0,"$2,119",2539.0,10,"Bright 2-bedroom apartment on Penn Ave, unit 285, close to buses, laundry in building, no pets.",,4.2,9.0
L100164,2026-02-17 20:00,15210,1.0,668.0,"$1,067",1049.0,4,"Bright 2-bedroom apartment on Craig St, unit 116, close to buses, laundry in building, pets ok.",,4.6,19.0
L100165,2026-02-18 03:00,15212,3.0,772.0,"$1,884",3319.0,17,"Bright 1-bedroom apartment on Penn Ave, unit 141, close to buses, laundry in building, pets ok.",300.0,3.6,21.0
L100166,2026-02-18 10:00,15224,0.0,1038.0,"$1,006",2412.0,6,"Bright 2-bedroom apartment on Liberty Ave, unit 226, close to buses, laundry in building, cats only.",,4.4,23.0
L100167,2026-02-18 17:00,15226,3.0,646.0,$910,2442.0,14,"Bright 4-bedroom apartment on Liberty Ave, unit 1, close to buses, laundry in building, cats only.",200.0,4.4,25.0
L100168,2026-02-19 00:00,15216,1.0,1140.0,"$1,710",3880.0,12,"Bright 2-bedroom apartment on Craig St, unit 9, close to buses, laundry in building, cats only.",,4.9,16.0
L100169,2026-02-19 07:00,15235,2.0,923.0,"$1,180",3315.0,11,"Bright 4-bedroom apartment on Forbes Ave, unit 86, close to buses, laundry in building, cats only.",300.0,4.2,20.0
L100170,2026-02-19 14:00,15233,0.0,793.0,"$1,691",1918.0,11,"Bright 3-bedroom apartment on Craig St, unit 351, close to buses, laundry in building, cats only.",,4.6,23.0
L100171,2026-02-19 21:00,15220,1.0,517.0,"$1,084",10859.0,14,"Bright 4-bedroom apartment on Craig St, unit 50, close to buses, laundry in building, no pets.",,4.1,23.0
L100172,2026-02-20 04:00,15213,2.0,911.0,"$2,156",3004.0,8,"Bright 2-bedroom apartment on Walnut St, unit 133, close to buses, laundry in building, pets ok.",,3.8,22.0
L100173,2026-02-20 11:00,15222,2.0,1023.0,"$1,518",2280.0,18,"Bright 2-bedroom apartment on Liberty Ave, unit 27, close to buses, laundry in building, no pets.",,3.8,20.0
L100174,2026-02-20 18:00,15221,3.0,409.0,"$1,062",3268.0,8,"Bright 3-bedroom apartment on Liberty Ave, unit 375, close to buses, laundry in building, pets ok.",,3.9,26.0
L100175,2026-02-21 01:00,15215,1.0,1148.0,"$1,586",6293.0,11,"Bright 4-bedroom apartment on Penn Ave, unit 306, close to buses, laundry in building, pets ok.",,4.5,14.0
L100176,2026-02-21 08:00,15233,1.0,1262.0,"$1,870",922.0,7,"Bright 1-bedroom apartment on Craig St, unit 10, close to buses, laundry in building, cats only.",,3.9,13.0
L100177,2026-02-21 15:00,15220,2.0,935.0,"$1,209",2517.0,14,"Bright 1-bedroom apartment on Craig St, unit 158, close to buses, laundry in building, pets ok.",,4.2,29.0
L100178,2026-02-21 22:00,15226,0.0,973.0,"$1,725",2894.0,6,"Bright 1-bedroom apartment on Walnut St, unit 76, close to buses, laundry in building, pets ok.",200.0,4.6,22.0
L100179,2026-02-22 05:00,15217,3.0,1453.0,"$2,337",1357.0,16,"Bright 2-bedroom apartment on Forbes Ave, unit 198, close to buses, laundry in building, pets ok.",,4.7,26.0
L100180,2026-02-22 12:00,15224,1.0,1158.0,"$1,866",1196.0,11,"Bright 4-bedroom apartment on Walnut St, unit 377, close to buses, laundry in building, no pets.",,4.6,21.0
L100181,2026-02-22 19:00,15219,1.0,626.0,"$1,516",2709.0,14,"Bright 2-bedroom apartment on Forbes Ave, unit 96, close to buses, laundry in building, cats only.",,4.8,18.0
L100182,2026-02-23 02:00,15218,1.0,846.0,"$1,292",4687.0,15,"Bright 2-bedroom apartment on Forbes Ave, unit 154, close to buses, laundry in building, cats only.",200.0,3.7,18.0
L100183,2026-02-23 09:00,15203,2.0,811.0,"$1,752",1405.0,15,"Bright 2-bedroom apartment on Liberty Ave, unit 353, close to buses, laundry in building, cats only.",,4.0,21.0
L100184,2026-02-23 16:00,15206,0.0,812.0,$914,7161.0,17,"Bright 2-bedroom apartment on Walnut St, unit 362, close to buses, laundry in building, no pets.",,4.3,18.0
L100185,2026-02-23 23:00,15216,1.0,259.0,$305,3129.0,12,"Bright 1-bedroom apartment on Murray Ave, unit 275, close to buses, laundry in building, cats only.",,4.6,20.0
L100186,2026-02-24 06:00,15217,1.0,1039.0,"$1,255",2965.0,9,"Bright 4-bedroom apartment on Craig St, unit 59, close to buses, laundry in building, no pets.",200.0,4.4,20.0
L100187,2026-02-24 13:00,15219,1.0,691.0,"$1,089",2448.0,3,"Bright 4-bedroom apartment on Murray Ave, unit 235, close to buses, laundry in building, pets ok.",,3.9,24.0
L100188,2026-02-24 20:00,15223,2.0,891.0,"$2,220",1251.0,11,"Bright 4-bedroom apartment on Murray Ave, unit 389, close to buses, laundry in building, cats only.",,4.1,24.0
L100189,2026-02-25 03:00,15219,2.0,816.0,"$1,578",3329.0,19,"Bright 2-bedroom apartment on Craig St, unit 101, close to buses, laundry in building, cats only.",,3.5,28.0
L100190,2026-02-25 10:00,15217,3.0,1068.0,"$1,129",4688.0,14,"Bright 3-bedroom apartment on Liberty Ave, unit 80, close to buses, laundry in building, pets ok.",,4.5,17.0
L100191,2026-02-25 17:00,15215,2.0,776.0,"$1,058",1199.0,12,"Bright 3-bedroom apartment on Forbes Ave, unit 30, close to buses, laundry in building, cats only.",,3.5,20.0
L100192,2026-02-26 00:00,15224,1.0,651.0,"$1,723",3841.0,11,"Bright 2-bedroom apartment on Craig St, unit 215, close to buses, laundry in building, no pets.",200.0,4.3,25.0
L100193,2026-02-26 07:00,15216,1.0,983.0,"$1,192",4343.0,6,"Bright 1-bedroom apartment on Liberty Ave, unit 178, close to buses, laundry in building, cats only.",,4.6,22.0
L100194,2026-02-26 14:00,15220,1.0,1201.0,"$1,291",7229.0,11,"Bright 4-bedroom apartment on Walnut St, unit 141, close to buses, laundry in building, pets ok.",200.0,4.6,8.0
L100195,2026-02-26 21:00,15222,1.0,770.0,"$1,488",737.0,11,"Bright 3-bedroom apartment on Penn Ave, unit 103, close to buses, laundry in building, cats only.",,3.6,22.0
L100196,2026-02-27 04:00,15213,2.0,1192.0,"$1,560",378.0,12,"Bright 3-bedroom apartment on Craig St, unit 183, close to buses, laundry in building, no pets.",300.0,4.3,20.0
L100197,2026-02-27 11:00,15212,2.0,916.0,"$1,564",912.0,14,"Bright 3-bedroom apartment on Forbes Ave, unit 50, close to buses, laundry in building, no pets.",,4.1,18.0
L100198,2026-02-27 18:00,15218,1.0,717.0,"$1,572",322.0,9,"Bright 3-bedroom apartment on Penn Ave, unit 296, close to buses, laundry in building, no pets.",,4.1,18.0
L100199,2026-02-28 01:00,15232,1.0,1231.0,"$2,047",4849.0,11,"Bright 4-bedroom apartment on Penn Ave, unit 313, close to buses, laundry in building, cats only.",,4.9,17.0
L100200,2026-02-28 08:00,15233,3.0,645.0,"$2,207",3428.0,10,"Bright 4-bedroom apartment on Penn Ave, unit 294, close to buses, laundry in building, no pets.",,4.3,26.0
L100201,2026-02-28 15:00,15212,4.0,1104.0,$866,6412.0,14,"Bright 2-bedroom apartment on Penn Ave, unit 65, close to buses, laundry in building, cats only.",,3.6,24.0
L100202,2026-02-28 22:00,15235,0.0,725.0,"$2,559",5088.0,16,"Bright 3-bedroom apartment on Murray Ave, unit 96, close to buses, laundry in building, pets ok.",,3.8,21.0
L100203,2026-03-01 05:00,15215,0.0,963.0,"$1,580",3201.0,6,"Bright 4-bedroom apartment on Murray Ave, unit 394, close to buses, laundry in building, pets ok.",,4.5,26.0
L100204,2026-03-01 12:00,15221,3.0,541.0,"$2,026",3213.0,9,"Bright 2-bedroom apartment on Forbes Ave, unit 171, close to buses, laundry in building, cats only.",,4.3,25.0
L100205,2026-03-01 19:00,15223,2.0,641.0,"$1,233",886.0,16,"Bright 4-bedroom apartment on Walnut St, unit 70, close to buses, laundry in building, pets ok.",,3.7,16.0
L100206,2026-03-02 02:00,15212,1.0,1116.0,"$1,659",5453.0,14,"Bright 3-bedroom apartment on Walnut St, unit 319, close to buses, laundry in building, pets ok.",,3.5,15.0
L100207,2026-03-02 09:00,15203,2.0,897.0,"$1,615",3810.0,11,"Bright 1-bedroom apartment on Murray Ave, unit 86, close to buses, laundry in building, pets ok.",,4.0,15.0
L100208,2026-03-02 16:00,15219,3.0,860.0,"$1,574",1400.0,17,"Bright 2-bedroom apartment on Murray Ave, unit 181, close to buses, laundry in building, pets ok.",,4.0,24.0
L100209,2026-03-02 23:00,15213,0.0,740.0,"$1,870",2758.0,10,"Bright 2-bedroom apartment on Walnut St, unit 217, close to buses, laundry in building, pets ok.",,4.5,20.0
L100210,2026-03-03 06:00,15218,4.0,962.0,"$1,782",3433.0,14,"Bright 4-bedroom apartment on Forbes Ave, unit 180, close to buses, laundry in building, pets ok.",300.0,4.0,26.0
L100211,2026-03-03 13:00,15215,4.0,501.0,"$1,127",901.0,15,"Bright 2-bedroom apartment on Walnut St, unit 60, close to buses, laundry in building, cats only.",,4.5,23.0
L100212,2026-03-03 20:00,15206,1.0,570.0,"$1,483",2067.0,12,"Bright 1-bedroom apartment on Craig St, unit 259, close to buses, laundry in building, cats only.",,4.7,19.0
L100213,2026-03-04 03:00,15222,2.0,811.0,"$1,821",428.0,8,"Bright 4-bedroom apartment on Murray Ave, unit 23, close to buses, laundry in building, cats only.",,3.6,14.0
L100214,2026-03-04 10:00,15213,1.0,641.0,"$1,805",1141.0,8,"Bright 4-bedroom apartment on Craig St, unit 338, close to buses, laundry in building, cats only.",200.0,4.0,19.0
L100215,2026-03-04 17:00,15221,2.0,675.0,"$1,396",2570.0,14,"Bright 3-bedroom apartment on Craig St, unit 262, close to buses, laundry in building, no pets.",300.0,4.8,31.0
L100216,2026-03-05 00:00,15220,1.0,832.0,"$1,418",1674.0,13,"Bright 4-bedroom apartment on Craig St, unit 92, close to buses, laundry in building, no pets.",200.0,4.0,17.0
L100217,2026-03-05 07:00,15203,2.0,816.0,"$1,469",1084.0,12,"Bright 1-bedroom apartment on Craig St, unit 244, close to buses, laundry in building, cats only.",,4.2,16.0
L100218,2026-03-05 14:00,15235,3.0,794.0,"$1,088",3450.0,13,"Bright 4-bedroom apartment on Walnut St, unit 263, close to buses, laundry in building, no pets.",200.0,4.6,19.0
L100219,2026-03-05 21:00,15203,2.0,1266.0,"$1,015",3678.0,7,"Bright 2-bedroom apartment on Forbes Ave, unit 381, close to buses, laundry in building, no pets.",,3.9,27.0
L100220,2026-03-06 04:00,15224,3.0,1103.0,"$2,158",3670.0,8,"Bright 3-bedroom apartment on Penn Ave, unit 47, close to buses, laundry in building, pets ok.",,4.0,20.0
L100221,2026-03-06 11:00,15233,1.0,1157.0,"$1,372",4901.0,7,"Bright 4-bedroom apartment on Craig St, unit 130, close to buses, laundry in building, pets ok.",,3.5,15.0
L100222,2026-03-06 18:00,15217,3.0,843.0,"$1,568",8607.0,15,"Bright 4-bedroom apartment on Penn Ave, unit 348, close to buses, laundry in building, no pets.",,4.4,18.0
L100223,2026-03-07 01:00,15203,1.0,724.0,"$1,231",3464.0,10,"Bright 1-bedroom apartment on Liberty Ave, unit 149, close to buses, laundry in building, no pets.",,4.0,20.0
L100224,2026-03-07 08:00,15213,1.0,487.0,"$2,049",2768.0,13,"Bright 1-bedroom apartment on Walnut St, unit 289, close to buses, laundry in building, cats only.",,4.0,21.0
L100225,2026-03-07 15:00,15208,2.0,763.0,"$2,231",2863.0,10,"Bright 3-bedroom apartment on Murray Ave, unit 384, close to buses, laundry in building, pets ok.",200.0,3.2,26.0
L100226,2026-03-07 22:00,15220,1.0,329.0,"$1,442",1616.0,8,"Bright 3-bedroom apartment on Forbes Ave, unit 329, close to buses, laundry in building, pets ok.",300.0,4.6,33.0
L100227,2026-03-08 05:00,15208,1.0,704.0,"$1,736",5341.0,15,"Bright 3-bedroom apartment on Walnut St, unit 191, close to buses, laundry in building, pets ok.",,4.5,27.0
L100228,2026-03-08 12:00,15212,0.0,1041.0,"$1,228",1436.0,9,"Bright 4-bedroom apartment on Liberty Ave, unit 167, close to buses, laundry in building, cats only.",,3.9,24.0
L100229,2026-03-08 19:00,15212,3.0,1255.0,"$2,236",4356.0,13,"Bright 4-bedroom apartment on Liberty Ave, unit 189, close to buses, laundry in building, cats only.",,4.7,20.0
L100230,2026-03-09 02:00,15217,0.0,1091.0,"$1,900",1863.0,5,"Bright 1-bedroom apartment on Craig St, unit 318, close to buses, laundry in building, no pets.",200.0,3.2,17.0
L100231,2026-03-09 09:00,15232,0.0,635.0,"$1,194",4522.0,7,"Bright 1-bedroom apartment on Murray Ave, unit 84, close to buses, laundry in building, pets ok.",,4.2,23.0
L100232,2026-03-09 16:00,15224,3.0,973.0,"$2,029",6950.0,8,"Bright 1-bedroom apartment on Forbes Ave, unit 363, close to buses, laundry in building, cats only.",300.0,3.5,27.0
L100233,2026-03-09 23:00,15216,3.0,653.0,"$1,674",2111.0,16,"Bright 4-bedroom apartment on Walnut St, unit 261, close to buses, laundry in building, pets ok.",300.0,5.3,25.0
L100234,2026-03-10 06:00,15217,1.0,1056.0,"$1,695",2527.0,18,"Bright 2-bedroom apartment on Penn Ave, unit 51, close to buses, laundry in building, cats only.",,3.1,20.0
L100235,2026-03-10 13:00,15233,1.0,822.0,"$1,673",5091.0,14,"Bright 2-bedroom apartment on Craig St, unit 361, close to buses, laundry in building, pets ok.",300.0,3.7,24.0
L100236,2026-03-10 20:00,15226,3.0,1065.0,"$1,262",6356.0,9,"Bright 1-bedroom apartment on Craig St, unit 331, close to buses, laundry in building, cats only.",,3.9,19.0
L100237,2026-03-11 03:00,15216,3.0,1493.0,"$1,314",2151.0,14,"Bright 3-bedroom apartment on Liberty Ave, unit 279, close to buses, laundry in building, pets ok.",,4.5,20.0
L100238,2026-03-11 10:00,15221,2.0,1081.0,"$1,778",2742.0,17,"Bright 2-bedroom apartment on Walnut St, unit 355, close to buses, laundry in building, pets ok.",300.0,4.5,19.0
L100239,2026-03-11 17:00,15221,2.0,1433.0,"$1,509",1798.0,14,"Bright 1-bedroom apartment on Craig St, unit 100, close to buses, laundry in building, pets ok.",,4.3,21.0
L100240,2026-03-12 00:00,15213,2.0,894.0,"$1,150",2352.0,10,"Bright 2-bedroom apartment on Craig St, unit 197, close to buses, laundry in building, cats only.",,4.1,20.0
L100241,2026-03-12 07:00,15233,4.0,768.0,"$2,341",1950.0,11,"Bright 1-bedroom apartment on Penn Ave, unit 230, close to buses, laundry in building, no pets.",,5.0,25.0
L100242,2026-03-12 14:00,15217,2.0,1183.0,"$1,445",4104.0,19,"Bright 2-bedroom apartment on Walnut St, unit 384, close to buses, laundry in building, no pets.",300.0,3.9,20.0
L100243,2026-03-12 21:00,15226,0.0,1281.0,"$1,305",2779.0,14,"Bright 1-bedroom apartment on Walnut St, unit 342, close to buses, laundry in building, cats only.",200.0,4.3,20.0
L100244,2026-03-13 04:00,15226,0.0,711.0,"$1,249",4795.0,11,"Bright 4-bedroom apartment on Walnut St, unit 364, close to buses, laundry in building, cats only.",,4.9,26.0
L100245,2026-03-13 11:00,15221,2.0,869.0,"$1,804",552.0,9,"Bright 3-bedroom apartment on Craig St, unit 45, close to buses, laundry in building, no pets.",,3.7,24.0
L100246,2026-03-13 18:00,15232,2.0,491.0,"$1,918",6116.0,6,"Bright 3-bedroom apartment on Liberty Ave, unit 379, close to buses, laundry in building, cats only.",200.0,3.8,26.0
L100247,2026-03-14 01:00,15223,2.0,800.0,"$1,626",3317.0,6,"Bright 4-bedroom apartment on Walnut St, unit 147, close to buses, laundry in building, cats only.",,4.6,17.0
L100248,2026-03-14 08:00,15235,2.0,1072.0,"$1,875",697.0,8,"Bright 2-bedroom apartment on Penn Ave, unit 27, close to buses, laundry in building, cats only.",200.0,4.4,27.0
L100249,2026-03-14 15:00,15226,1.0,828.0,$928,616.0,17,"Bright 3-bedroom apartment on Walnut St, unit 173, close to buses, laundry in building, pets ok.",300.0,3.6,20.0
L100250,2026-03-14 22:00,15220,1.0,708.0,"$1,379",1449.0,4,"Bright 2-bedroom apartment on Murray Ave, unit 231, close to buses, laundry in building, pets ok.",,4.2,15.0
L100251,2026-03-15 05:00,15201,1.0,498.0,"$1,339",8528.0,10,"Bright 1-bedroom apartment on Forbes Ave, unit 111, close to buses, laundry in building, pets ok.",,4.9,20.0
L100252,2026-03-15 12:00,15216,1.0,942.0,"$1,529",2066.0,11,"Bright 2-bedroom apartment on Liberty Ave, unit 214, close to buses, laundry in building, pets ok.",,4.1,14.0
L100253,2026-03-15 19:00,15212,1.0,1049.0,"$1,722",1026.0,13,"Bright 1-bedroom apartment on Craig St, unit 322, close to buses, laundry in building, cats only.",,4.5,15.0
L100254,2026-03-16 02:00,15227,3.0,999.0,$711,3356.0,17,"Bright 1-bedroom apartment on Murray Ave, unit 218, close to buses, laundry in building, pets ok.",,4.2,18.0
L100255,2026-03-16 09:00,15208,1.0,914.0,"$2,777",1591.0,11,"Bright 4-bedroom apartment on Murray Ave, unit 119, close to buses, laundry in building, cats only.",,3.9,25.0
L100256,2026-03-16 16:00,15210,1.0,531.0,"$1,179",2762.0,12,"Bright 4-bedroom apartment on Murray Ave, unit 118, close to buses, laundry in building, cats only.",,4.8,14.0
L100257,2026-03-16 23:00,15201,2.0,1290.0,"$1,663",2302.0,7,"Bright 2-bedroom apartment on Murray Ave, unit 252, close to buses, laundry in building, no pets.",200.0,4.6,22.0
L100258,2026-03-17 06:00,15212,1.0,836.0,"$1,856",2378.0,17,"Bright 3-bedroom apartment on Craig St, unit 28, close to buses, laundry in building, no pets.",300.0,4.7,19.0
L100259,2026-03-17 13:00,15216,1.0,814.0,"$1,865",4542.0,13,"Bright 4-bedroom apartment on Forbes Ave, unit 347, close to buses, laundry in building, cats only.",,4.1,28.0
L100260,2026-03-17 20:00,15212,4.0,1033.0,"$1,621",5797.0,6,"Bright 1-bedroom apartment on Liberty Ave, unit 117, close to buses, laundry in building, pets ok.",300.0,4.2,21.0
L100261,2026-03-18 03:00,15224,3.0,309.0,$360,7124.0,8,"Bright 4-bedroom apartment on Forbes Ave, unit 265, close to buses, laundry in building, no pets.",,4.3,23.0
L100262,2026-03-18 10:00,15216,1.0,834.0,"$1,088",1746.0,7,"Bright 3-bedroom apartment on Craig St, unit 82, close to buses, laundry in building, cats only.",,4.3,27.0
L100263,2026-03-18 17:00,15218,1.0,816.0,"$1,826",1302.0,14,"Bright 3-bedroom apartment on Craig St, unit 376, close to buses, laundry in building, no pets.",300.0,4.0,15.0
L100264,2026-03-19 00:00,15206,2.0,943.0,"$1,153",415.0,10,"Bright 4-bedroom apartment on Craig St, unit 268, close to buses, laundry in building, cats only.",,4.0,19.0
L100265,2026-03-19 07:00,15216,2.0,1187.0,"$1,099",1288.0,11,"Bright 4-bedroom apartment on Craig St, unit 288, close to buses, laundry in building, no pets.",300.0,4.7,13.0
L100266,2026-03-19 14:00,15220,1.0,968.0,$578,6604.0,9,"Bright 3-bedroom apartment on Craig St, unit 280, close to buses, laundry in building, no pets.",200.0,3.7,16.0
L100267,2026-03-19 21:00,15232,2.0,392.0,"$2,007",4478.0,7,"Bright 2-bedroom apartment on Walnut St, unit 21, close to buses, laundry in building, cats only.",,4.0,22.0
L100268,2026-03-20 04:00,15218,2.0,765.0,"$1,723",1957.0,19,"Bright 4-bedroom apartment on Murray Ave, unit 199, close to buses, laundry in building, cats only.",,4.0,19.0
L100269,2026-03-20 11:00,15210,3.0,901.0,"$1,160",503.0,8,"Bright 2-bedroom apartment on Walnut St, unit 168, close to buses, laundry in building, cats only.",,4.0,22.0
L100270,2026-03-20 18:00,15233,1.0,887.0,"$1,464",2692.0,13,"Bright 1-bedroom apartment on Walnut St, unit 178, close to buses, laundry in building, no pets.",,3.7,18.0
L100271,2026-03-21 01:00,15203,2.0,530.0,"$1,476",1645.0,11,"Bright 1-bedroom apartment on Murray Ave, unit 176, close to buses, laundry in building, cats only.",,3.9,17.0
L100272,2026-03-21 08:00,15224,0.0,434.0,"$1,068",2281.0,7,"Bright 3-bedroom apartment on Craig St, unit 236, close to buses, laundry in building, pets ok.",300.0,4.5,19.0
L100273,2026-03-21 15:00,15220,0.0,987.0,"$1,404",3026.0,13,"Bright 4-bedroom apartment on Penn Ave, unit 284, close to buses, laundry in building, no pets.",,4.0,16.0
L100274,2026-03-21 22:00,15227,0.0,936.0,"$1,615",2993.0,9,"Bright 4-bedroom apartment on Craig St, unit 187, close to buses, laundry in building, pets ok.",,3.9,15.0
L100275,2026-03-22 05:00,15217,1.0,845.0,"$1,734",5794.0,8,"Bright 1-bedroom apartment on Craig St, unit 67, close to buses, laundry in building, pets ok.",300.0,4.8,12.0
L100276,2026-03-22 12:00,15232,3.0,419.0,"$2,018",2911.0,9,"Bright 2-bedroom apartment on Walnut St, unit 378, close to buses, laundry in building, pets ok.",200.0,3.6,19.0
L100277,2026-03-22 19:00,15206,1.0,1294.0,"$1,523",374.0,11,"Bright 4-bedroom apartment on Penn Ave, unit 226, close to buses, laundry in building, cats only.",,4.6,22.0
L100278,2026-03-23 02:00,15208,2.0,125.0,"$1,326",6384.0,8,"Bright 4-bedroom apartment on Penn Ave, unit 399, close to buses, laundry in building, cats only.",,4.3,14.0
L100279,2026-03-23 09:00,15215,2.0,759.0,"$1,671",1894.0,13,"Bright 1-bedroom apartment on Liberty Ave, unit 270, close to buses, laundry in building, pets ok.",,3.6,18.0
L100280,2026-03-23 16:00,15216,1.0,1373.0,"$1,258",2894.0,26,"Bright 1-bedroom apartment on Craig St, unit 325, close to buses, laundry in building, pets ok.",,4.0,9.0
L100281,2026-03-23 23:00,15203,0.0,811.0,"$1,009",1638.0,6,"Bright 3-bedroom apartment on Liberty Ave, unit 243, close to buses, laundry in building, cats only.",,4.0,14.0
L100282,2026-03-24 06:00,15227,1.0,908.0,"$1,966",516.0,12,"Bright 4-bedroom apartment on Liberty Ave, unit 105, close to buses, laundry in building, pets ok.",,4.7,20.0
L100283,2026-03-24 13:00,15219,3.0,555.0,"$1,356",1144.0,13,"Bright 4-bedroom apartment on Liberty Ave, unit 145, close to buses, laundry in building, cats only.",,4.5,13.0
L100284,2026-03-24 20:00,15206,1.0,1190.0,"$1,557",493.0,12,"Bright 3-bedroom apartment on Penn Ave, unit 244, close to buses, laundry in building, cats only.",,4.1,22.0
L100285,2026-03-25 03:00,15208,1.0,527.0,"$1,768",4345.0,14,"Bright 3-bedroom apartment on Liberty Ave, unit 101, close to buses, laundry in building, pets ok.",,3.7,18.0
L100286,2026-03-25 10:00,15222,1.0,914.0,"$1,065",4439.0,10,"Bright 3-bedroom apartment on Liberty Ave, unit 181, close to buses, laundry in building, no pets.",,3.5,22.0
L100287,2026-03-25 17:00,15222,2.0,884.0,"$1,764",3455.0,11,"Bright 3-bedroom apartment on Penn Ave, unit 297, close to buses, laundry in building, cats only.",300.0,4.1,17.0
L100288,2026-03-26 00:00,15226,2.0,587.0,"$1,688",9819.0,13,"Bright 3-bedroom apartment on Murray Ave, unit 287, close to buses, laundry in building, no pets.",,3.6,13.0
L100289,2026-03-26 07:00,15233,1.0,1072.0,"$1,469",6433.0,11,"Bright 3-bedroom apartment on Forbes Ave, unit 191, close to buses, laundry in building, cats only.",300.0,4.1,20.0
L100290,2026-03-26 14:00,15210,2.0,496.0,"$1,666",2713.0,17,"Bright 4-bedroom apartment on Murray Ave, unit 298, close to buses, laundry in building, pets ok.",200.0,4.1,23.0
L100291,2026-03-26 21:00,15201,1.0,679.0,"$1,205",3833.0,14,"Bright 1-bedroom apartment on Liberty Ave, unit 374, close to buses, laundry in building, cats only.",200.0,4.3,17.0
L100292,2026-03-27 04:00,15226,2.0,843.0,$625,4172.0,10,"Bright 4-bedroom apartment on Craig St, unit 275, close to buses, laundry in building, no pets.",,4.6,22.0
L100293,2026-03-27 11:00,15206,2.0,747.0,"$1,394",10596.0,14,"Bright 4-bedroom apartment on Penn Ave, unit 84, close to buses, laundry in building, pets ok.",,4.2,16.0
L100294,2026-03-27 18:00,15206,2.0,967.0,"$1,143",8165.0,11,"Bright 4-bedroom apartment on Liberty Ave, unit 212, close to buses, laundry in building, no pets.",,4.4,18.0
L100295,2026-03-28 01:00,15224,3.0,1081.0,"$1,855",3583.0,9,"Bright 3-bedroom apartment on Craig St, unit 23, close to buses, laundry in building, cats only.",,4.1,26.0
L100296,2026-03-28 08:00,15203,4.0,777.0,"$1,613",4217.0,19,"Bright 1-bedroom apartment on Forbes Ave, unit 75, close to buses, laundry in building, no pets.",,4.6,20.0
L100297,2026-03-28 15:00,15208,0.0,715.0,"$1,295",1367.0,13,"Bright 4-bedroom apartment on Liberty Ave, unit 157, close to buses, laundry in building, pets ok.",,4.5,15.0
L100298,2026-03-28 22:00,15224,1.0,721.0,"$1,526",3154.0,13,"Bright 1-bedroom apartment on Forbes Ave, unit 239, close to buses, laundry in building, cats only.",200.0,4.8,22.0
L100299,2026-03-29 05:00,15222,0.0,759.0,"$2,048",4282.0,18,"Bright 4-bedroom apartment on Walnut St, unit 121, close to buses, laundry in building, pets ok.",200.0,4.7,20.0
L100003,2026-01-01 21:00,15201,1.0,986.0,"$1,464",2307.0,8,"Bright 2-bedroom apartment on Penn Ave, unit 171, close to buses, laundry in building, cats only.",200.0,4.5,25.0
